marker-color,marker-size,marker-symbol,NummerRijksmonument,NaamRijksmonument,HoofdCategorieMS,GEMEENTE,PROVINCIE,PLAATS,SITUERING,Adres,POSTCODE,STATUS,long,lat
#80ff80,small,,45879,,Archeologie,Ooststellingwerf,Friesland,Twijtel,,,8420 AA,beschermd,6.185021786773,52.982471153269
#80ff80,small,,45880,,Archeologie,Dongeradeel,Friesland,Dokkum,,,9100 AA,beschermd,6.028635299948,53.328824267399
#80ff80,small,,45881,,Archeologie,Dongeradeel,Friesland,Oostrum,,,9100 AA,beschermd,6.052562014204,53.3328275258
#80ff80,small,,45882,,Archeologie,Dongeradeel,Friesland,Oostrum,,,9100 AA,beschermd,6.058135952427,53.334108423946
#80ff80,small,,45884,,Archeologie,Dongeradeel,Friesland,Oostrum,,,9100 AA,beschermd,6.064953461969,53.338077698029
#80ff80,small,,45885,,Archeologie,Dongeradeel,Friesland,Jouswier,,,9100 AA,beschermd,6.077450029979,53.342202811091
#80ff80,small,,45886,,Archeologie,Dongeradeel,Friesland,Jouswier,,,9100 AA,beschermd,6.078438415896,53.342044380137
#80ff80,small,,45887,,Archeologie,Dongeradeel,Friesland,Jouswier,,,9100 AA,beschermd,6.079593265891,53.344769312393
#80ff80,small,,45888,,Archeologie,Dongeradeel,Friesland,Jouswier,,,9100 AA,beschermd,6.073485849722,53.349710373238
#80ff80,small,,45889,,Archeologie,Dongeradeel,Friesland,Niawier,,,9100 AA,beschermd,6.041352111024,53.362684652209
#80ff80,small,,45890,,Archeologie,Dongeradeel,Friesland,Metslawier,,,9123 ZA,beschermd,6.058959360086,53.361877756844
#80ff80,small,,45891,,Archeologie,Dongeradeel,Friesland,Oosternijkerk,,,9137 ZA,beschermd,6.034316278198,53.380271053172
#80ff80,small,,45892,,Archeologie,Dongeradeel,Friesland,Aalsum,,,9100 AA,beschermd,6.002906130586,53.339103345689
#80ff80,small,,45893,,Archeologie,Dongeradeel,Friesland,Aalsum,,,9100 AA,beschermd,6.000084548453,53.344437114756
#80ff80,small,,45894,,Archeologie,Dongeradeel,Friesland,Aalsum,,,9100 AA,beschermd,6.019758891743,53.341711481265
#80ff80,small,,45895,,Archeologie,Dongeradeel,Friesland,Wetsens,,,9100 AA,beschermd,6.033207663375,53.346474124178
#80ff80,small,,45896,,Archeologie,Dongeradeel,Friesland,Morra,,,9100 AA,beschermd,6.092416236878,53.36128189627
#80ff80,small,,45897,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.102541371802,53.357735759055
#80ff80,small,,45898,,Archeologie,Dongeradeel,Friesland,Lioessens,,,9134 ZA,beschermd,6.105512336332,53.382760330955
#80ff80,small,,45899,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.111996778251,53.382299131578
#80ff80,small,,45900,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.110072333907,53.376883549506
#80ff80,small,,45901,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.128159184381,53.38009810508
#80ff80,small,,45902,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.135646170406,53.375972394885
#80ff80,small,,45903,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.142982200895,53.378729977
#80ff80,small,,45904,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.137693642436,53.373614449179
#80ff80,small,,45905,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.131409468489,53.370796129768
#80ff80,small,,45906,,Archeologie,Dongeradeel,Friesland,Anjum,,,9133 ZA,beschermd,6.132831615089,53.365297231001
#80ff80,small,,45907,,Archeologie,Dongeradeel,Friesland,Ezumazijl,,,9100 AA,beschermd,6.144455645348,53.361702317424
#80ff80,small,,45908,,Archeologie,Dongeradeel,Friesland,Ezumazijl,,,9100 AA,beschermd,6.143618529902,53.36107860335
#80ff80,small,,45909,,Archeologie,Dongeradeel,Friesland,Anjum,,,9130 AA,beschermd,6.136416665093,53.344284905613
#80ff80,small,,45910,,Archeologie,Dongeradeel,Friesland,Ee,,,9130 AA,beschermd,6.123914085758,53.338422745881
#80ff80,small,,45911,,Archeologie,Dongeradeel,Friesland,Ee,,,9130 AA,beschermd,6.110864600498,53.338223449723
#80ff80,small,,45912,,Archeologie,Dongeradeel,Friesland,Engwierum,,,9132 ZA,beschermd,6.131952302066,53.325766519567
#80ff80,small,,45913,,Archeologie,Dongeradeel,Friesland,Engwierum,,,9132 ZA,beschermd,6.136879690781,53.319131497614
#80ff80,small,,45914,,Archeologie,Dongeradeel,Friesland,Engwierum,,,9132 ZA,beschermd,6.105366627797,53.328120766949
#80ff80,small,,45915,,Archeologie,Dongeradeel,Friesland,Ee,,,9130 AA,beschermd,6.096375025496,53.334437045995
#80ff80,small,,45916,,Archeologie,Dongeradeel,Friesland,Morra,,,9100 AA,beschermd,6.073777804128,53.36613401893
#80ff80,small,,45918,,Archeologie,Dongeradeel,Friesland,Ee,,,9130 AA,beschermd,6.088749950184,53.32987222607
#80ff80,small,,45919,,Archeologie,Dongeradeel,Friesland,Ee,,,9130 AA,beschermd,6.085108657317,53.326541828937
#80ff80,small,,45920,,Archeologie,Dongeradeel,Friesland,Oosternijkerk,,,9137 ZA,beschermd,6.071520213895,53.38853834467
#80ff80,small,,45921,,Archeologie,Dongeradeel,Friesland,Paesens,,,9136 ZA,beschermd,6.091759638906,53.397325976722
#80ff80,small,,45922,,Archeologie,Dongeradeel,Friesland,Lioessens,,,9134 ZA,beschermd,6.089690692462,53.385711083136
#80ff80,small,,45923,,Archeologie,Dongeradeel,Friesland,Paesens,,,9136 ZA,beschermd,6.096900499678,53.395471754689
#80ff80,small,,45924,,Archeologie,Dongeradeel,Friesland,Engwierum,,,9132 ZA,beschermd,6.125929926695,53.329910074028
#80ff80,small,,45973,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.696181078734,53.322195415987
#80ff80,small,,45974,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.688467739337,53.33166980045
#80ff80,small,,45975,,Archeologie,Loppersum,Groningen,Westeremden,,,9922 ZA,beschermd,6.711702658004,53.343772149701
#80ff80,small,,45976,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.713801657436,53.368523964552
#80ff80,small,,45977,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.714672950722,53.367058593664
#80ff80,small,,45978,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.711700426662,53.333446971235
#80ff80,small,,45979,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.696404349118,53.312748391463
#80ff80,small,,45980,,Archeologie,Loppersum,Groningen,Lutjewijtwerd,,,9914 ZA,beschermd,6.696192142371,53.310207577319
#80ff80,small,,45981,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.689461978037,53.307450011186
#80ff80,small,,45982,,Archeologie,Loppersum,Groningen,Stedum,,,9920 AA,beschermd,6.66522464891,53.319859643549
#80ff80,small,,45998,,Archeologie,Coevorden,Drenthe,Schoonoord,,,7848 ZA,beschermd,6.773264739633,52.820191388591
#80ff80,small,,45999,,Archeologie,Coevorden,Drenthe,Sleen,,,7840 AA,beschermd,6.773397735905,52.813619770671
#80ff80,small,,46000,,Archeologie,Coevorden,Drenthe,Sleen,,,7840 AA,beschermd,6.786722842335,52.796593877559
#80ff80,small,,46001,,Archeologie,Coevorden,Drenthe,Sleen,,,7840 AA,beschermd,6.786478744201,52.794987917829
#80ff80,small,,46002,,Archeologie,Coevorden,Drenthe,Sleen,,,7840 AA,beschermd,6.797307341291,52.785458922546
#80ff80,small,,46018,,Archeologie,Terschelling,Friesland,Oosterend,,,8880 AA,beschermd,5.377886753638,53.402569087465
#80ff80,small,,46149,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.468759831185,53.329821496829
#80ff80,small,,46150,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.497910731706,53.323436247372
#80ff80,small,,46151,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.507897785324,53.33118830759
#80ff80,small,,46152,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.521894650186,53.31889894269
#80ff80,small,,46153,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.524314530193,53.325867194585
#80ff80,small,,46154,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.518587055728,53.325525854638
#80ff80,small,,46155,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.510451018849,53.345056756402
#80ff80,small,,46156,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.516782852565,53.331132107488
#80ff80,small,,46157,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.503578246449,53.347546958179
#80ff80,small,,46158,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.505279843663,53.349463119437
#80ff80,small,,46159,,Archeologie,Winsum,Groningen,Maarhuizen,,,9770 AA,beschermd,6.494123674285,53.34135321206
#80ff80,small,,46160,,Archeologie,Winsum,Groningen,Winsum,,,9950 AA,beschermd,6.558157215129,53.3329288145
#80ff80,small,,46190,,Archeologie,Tynaarlo,Drenthe,Zuidlaren,,,9470 AA,beschermd,6.692118517275,53.076814604895
#80ff80,small,,46193,,Archeologie,Loppersum,Groningen,Leermens,,,9915 ZA,beschermd,6.798162047787,53.345969838042
#80ff80,small,,46194,,Archeologie,Loppersum,Groningen,'t Zandt,,,9915 ZA,beschermd,6.786110928862,53.342039823598
#80ff80,small,,46195,,Archeologie,Loppersum,Groningen,Eenum,,,9914 ZA,beschermd,6.779442499585,53.339205643965
#80ff80,small,,46196,,Archeologie,Loppersum,Groningen,Oosterwijtwerd,,,9914 ZA,beschermd,6.814775483646,53.338863190903
#80ff80,small,,46197,,Archeologie,Loppersum,Groningen,'t Zandt,,,9915 ZA,beschermd,6.791195518171,53.371338895267
#80ff80,small,,46198,,Archeologie,Loppersum,Groningen,Leermens,,,9914 ZA,beschermd,6.787337891793,53.353914482344
#80ff80,small,,46199,,Archeologie,Loppersum,Groningen,Leermens,,,9914 ZA,beschermd,6.78554550116,53.362544226386
#80ff80,small,,46205,,Archeologie,Harlingen,Friesland,Wijnaldum,,,8860 AA,beschermd,5.461436587679,53.19516584331
#80ff80,small,,46206,,Archeologie,Franekeradeel,Friesland,Sexbierum,,,8855 ZA,beschermd,5.485310821286,53.218879570343
#80ff80,small,,46207,,Archeologie,Franekeradeel,Friesland,Pietersbierum,,,8800 AA,beschermd,5.476441592598,53.215714607316
#80ff80,small,,46208,,Archeologie,Franekeradeel,Friesland,Tzummarum,,,8850 AA,beschermd,5.544450670118,53.236796609768
#80ff80,small,,46209,,Archeologie,Franekeradeel,Friesland,Tzummarum,,,8850 AA,beschermd,5.541552021573,53.242910506938
#80ff80,small,,46210,,Archeologie,Franekeradeel,Friesland,Firdgum,,,8800 AA,beschermd,5.559608108789,53.248232270248
#80ff80,small,,46211,,Archeologie,Franekeradeel,Friesland,Sexbierum,,,8855 ZA,beschermd,5.475525023,53.221358206523
#80ff80,small,,46219,,Archeologie,Tynaarlo,Drenthe,Zuidlaren,,,9470 AA,beschermd,6.694935113606,53.073216030894
#80ff80,small,,46226,,Archeologie,Dongeradeel,Friesland,Raard,,,9100 AA,beschermd,5.934822624174,53.326098448207
#80ff80,small,,46227,,Archeologie,Dongeradeel,Friesland,Raard,,,9100 AA,beschermd,5.944040532943,53.326316674119
#80ff80,small,,46228,,Archeologie,Leeuwarden,Friesland,Leeuwarden,,,8900 AA,beschermd,5.805881522061,53.17875070326
#80ff80,small,,46229,,Archeologie,Ferwerderadiel,Friesland,Hallum,,,9074 ZA,beschermd,5.782348820173,53.322230740555
#80ff80,small,,46230,,Archeologie,Dongeradeel,Friesland,Holwerd,,,9100 AA,beschermd,5.925704483868,53.366268108827
#80ff80,small,,47109,,Archeologie,Eemsmond,Groningen,Oldorp,,,9979 ZG,beschermd,6.653221937131,53.402191402201
#80ff80,small,,47145,,Archeologie,Eemsmond,Groningen,Usquert,,,9988 ZA,beschermd,6.613469677313,53.39914340525
#80ff80,small,,47146,,Archeologie,Eemsmond,Groningen,Usquert,,,9988 ZA,beschermd,6.623815642414,53.405480445778
#80ff80,small,,47147,,Archeologie,Eemsmond,Groningen,Usquert,,,9988 ZA,beschermd,6.626205340147,53.405437899013
#80ff80,small,,47169,,Archeologie,Eemsmond,Groningen,Warffum,,,9989 ZA,beschermd,6.559527194634,53.391530772836
#80ff80,small,,47170,,Archeologie,Eemsmond,Groningen,Warffum,,,9989 ZA,beschermd,6.573200106883,53.391297950821
#80ff80,small,,47171,,Archeologie,Eemsmond,Groningen,Warffum,,,9989 ZA,beschermd,6.570130065544,53.384067578613
#80ff80,small,,47172,,Archeologie,Eemsmond,Groningen,Warffum,,,9989 ZA,beschermd,6.562895432339,53.371773889532
#80ff80,small,,47173,,Archeologie,Eemsmond,Groningen,Warffum,,Noordpolder 6,9989 TE,beschermd,6.556067235991,53.416320327249
#80ff80,small,,47512,,Archeologie,Dongeradeel,Friesland,Dokkum,,,9100 AA,beschermd,5.982355206517,53.330535924071
#80ff80,small,,47513,,Archeologie,Dongeradeel,Friesland,Dokkum,,,9100 AA,beschermd,5.980729727635,53.31496321308
#80ff80,small,,47514,,Archeologie,Dongeradeel,Friesland,Dokkum,,,9100 AA,beschermd,5.997974866687,53.326962242954
#80ff80,small,,47526,,Archeologie,Delfzijl,Groningen,Bierum,,,9906 ZA,beschermd,6.879542773328,53.371191927906
#80ff80,small,,341029,,Archeologie,Coevorden,Drenthe,Oosterhesselen,,,7860 AA,beschermd,6.729756316445,52.742522502654
#80ff80,small,,341036,,Archeologie,Coevorden,Drenthe,Gees,,,7860 AA,beschermd,6.654388053004,52.742953137027
#80ff80,small,,341350,,Archeologie,Coevorden,Drenthe,Meppen,,,7854 ZA,beschermd,6.70286739387,52.782674597971
#80ff80,small,,352971,,Archeologie,Winsum,Groningen,Adorp,,,9774 ZA,beschermd,6.530860328675,53.263153921397
#80ff80,small,,354375,,Archeologie,Menameradiel,Friesland,Engelum,,,9038 ZA,beschermd,5.726016887342,53.225324067558
#80ff80,small,,357083,,Archeologie,Zuidhorn,Groningen,Aduard,,,9830 AA,beschermd,6.460253022266,53.257048077466
#80ff80,small,,420185,,Archeologie,Aa en Hunze,Drenthe,Rolde,,,9450 AA,beschermd,6.649133383553,52.98983162521
#80ff80,small,,421079,Noordlaren,Archeologie,Haren,Groningen,Noordlaren,,,9479 ZA,beschermd,6.658782482407,53.115628213827
#80ff80,small,,421080,Loon,Archeologie,Assen,Drenthe,Loon,,,9400 AA,beschermd,6.613206904467,53.0230172355
#80ff80,small,,421089,Diever,Archeologie,Westerveld,Drenthe,Diever,,,7980 AA,beschermd,6.331099381884,52.859032107682
#80ff80,small,,421090,Borger,Archeologie,Borger-Odoorn,Drenthe,Borger,,,9530 AA,beschermd,6.798403534412,52.930265203218
#80ff80,small,,452870,Odoorn,Archeologie,Borger-Odoorn,Drenthe,Odoorn,,,7873 ZA,beschermd,6.870517825234,52.835118199479
#80ff80,small,,464135,,Archeologie,Tynaarlo,Drenthe,Zeyen,,,9480 AA,beschermd,6.531075895618,53.061872229097
#80ff80,small,,464140,,Archeologie,Aa en Hunze,Drenthe,Balloo,,,9444 ZA,beschermd,6.618954181381,53.00070625354
#80ff80,small,,464145,,Archeologie,Borger-Odoorn,Drenthe,Drouwen,,,9520 AA,beschermd,6.785703758497,52.952128407612
#80ff80,small,,464156,,Archeologie,Borger-Odoorn,Drenthe,Bronneger,,,9520 AA,beschermd,6.800359743054,52.944271609921
#80ff80,small,,464166,,Archeologie,Borger-Odoorn,Drenthe,Borger,,,9530 AA,beschermd,6.811014131049,52.926098061483
#80ff80,small,,467460,,Archeologie,Noordenveld,Drenthe,Roden,,,9300 AA,beschermd,6.410493927176,53.104859362029
#80ff80,small,,467465,,Archeologie,Noordenveld,Drenthe,Norg,,,9330 AA,beschermd,6.445804533331,53.055710171842
#80ff80,small,,467470,,Archeologie,Tynaarlo,Drenthe,Tynaarlo,,,9482 ZA,beschermd,6.629638692274,53.074882183809
#80ff80,small,,467478,,Archeologie,Borger-Odoorn,Drenthe,Bronneger,,,9520 AA,beschermd,6.802525619357,52.944991928948
#80ff80,small,,467484,,Archeologie,Borger-Odoorn,Drenthe,Drouwen,,,9520 AA,beschermd,6.774557482938,52.94323496577
#80ff80,small,,467493,,Archeologie,Borger-Odoorn,Drenthe,Odoorn,,,7873 ZA,beschermd,6.845882534397,52.891649810137
#80ff80,small,,507384,,Archeologie,Delfzijl,Groningen,Delfzijl,,,9905 ZG,beschermd,6.96419025803,53.309829226507
#80ff80,small,,507523,,Archeologie,Aa en Hunze,Drenthe,Gieten,,,9468 ZG,beschermd,6.75553035446,53.016251977828
#80ff80,small,,507524,,Archeologie,Aa en Hunze,Drenthe,Gieten,,,9460 AA,beschermd,6.75824277131,53.014836872589
#80ff80,small,,508040,,Archeologie,Westerveld,Drenthe,Havelte,,,7970 AA,beschermd,6.218039980644,52.790772041514
#80ff80,small,,508081,,Archeologie,Oldambt,Groningen,Midwolda,,,9680 AA,beschermd,6.993284915673,53.210730703562
#80ff80,small,,514804,,Archeologie,Franekeradeel,Friesland,Dongjum,,,8800 AA,beschermd,5.522229453366,53.204754293193
#80ff80,small,,514820,,Archeologie,Franekeradeel,Friesland,Dongjum,,,8800 AA,beschermd,5.525795900942,53.2061789303
#80ff80,small,,514821,,Archeologie,Franekeradeel,Friesland,Dongjum,,,8800 AA,beschermd,5.529838643344,53.206731293555
#80ff80,small,,514822,,Archeologie,Franekeradeel,Friesland,Dongjum,,,8800 AA,beschermd,5.533268705279,53.207535865093
#80ff80,small,,514823,,Archeologie,Franekeradeel,Friesland,Dongjum,,,8800 AA,beschermd,5.54023067299,53.208210083425
#80ff80,small,,522122,,Archeologie,Delfzijl,Groningen,Borgsweer,,,9930 AA,beschermd,7.013701440235,53.298160308376
#80ff80,small,,522123,,Archeologie,S·dwest-FryslÔn,Friesland,Arum,,,8822 ZJ,beschermd,5.477157444833,53.128202556619
#80ff80,small,,522124,,Archeologie,Zuidhorn,Groningen,Selwerd,,,9800 AA,beschermd,6.405267370568,53.295582606688
#80ff80,small,,522134,,Archeologie,Winsum,Groningen,Adorp,,,9774 ZA,beschermd,6.45877739643,53.286948965459
#80ff80,small,,522135,,Archeologie,Winsum,Groningen,Ezinge,,,9890 NA,beschermd,6.458795822471,53.296141502595
#80ff80,small,,522136,,Archeologie,Winsum,Groningen,Ezinge,,,9890 NA,beschermd,6.446437856426,53.299234437268
#80ff80,small,,522137,,Archeologie,Winsum,Groningen,Ezinge,,,9890 NA,beschermd,6.439807802969,53.305987247045
#80ff80,small,,522138,,Archeologie,Zuidhorn,Groningen,Kommerzijl,,,9880 NA,beschermd,6.348947079499,53.287447152739
#80ff80,small,,522139,,Archeologie,Zuidhorn,Groningen,Niehove,,,9800 AA,beschermd,6.349383150652,53.299601556422
#80ff80,small,,522140,,Archeologie,Winsum,Groningen,Adorp,,,9774 ZA,beschermd,6.458214032937,53.286001469554
#80ff80,small,,522141,,Archeologie,Winsum,Groningen,Ezinge,,,9890 NA,beschermd,6.445338508417,53.29600018265
#80ff80,small,,522142,,Archeologie,Winsum,Groningen,Ezinge,,,9890 NA,beschermd,6.446879080134,53.28789021319
#80ff80,small,,522143,,Archeologie,Zuidhorn,Groningen,Niehove,,,9800 AA,beschermd,6.382274955257,53.281936898611
#80ff80,small,,522144,,Archeologie,Zuidhorn,Groningen,Oldehove,,,9800 AA,beschermd,6.382043513961,53.303109648818
#80ff80,small,,522145,,Archeologie,Winsum,Groningen,Garnwerd,,,9893 ZA,beschermd,6.497920055842,53.280123428199
#80ff80,small,,522156,,Archeologie,Zuidhorn,Groningen,Oldehove,,,9800 AA,beschermd,6.368931044913,53.306991560391
#80ff80,small,,522157,,Archeologie,Zuidhorn,Groningen,Niehove,,,9800 AA,beschermd,6.366921358232,53.289853905752
#80ff80,small,,522161,,Archeologie,Aa en Hunze,Drenthe,Anloo,,,9444 ZG,beschermd,6.694374183911,53.0605324918
#80ff80,small,,522164,,Archeologie,Winsum,Groningen,Ezinge,,,9890 NA,beschermd,6.440020219452,53.310999544383
#80ff80,small,,526880,,Archeologie,Midden-Drenthe,Drenthe,Orvelte,Bij,Schapendrift 1,9441 PJ,beschermd,6.656165569048,52.848853612939
#80ff80,small,,527157,,Archeologie,Borger-Odoorn,Drenthe,Exloo,,,7875 ZG,beschermd,6.870998494021,52.867648317383
#80ff80,small,,527159,,Archeologie,Eemsmond,Groningen,Rottum,,,9995 ZA,beschermd,6.620818195082,53.383297976882
#80ff80,small,,527270,,Archeologie,Noordenveld,Drenthe,Zuidvelde,,Asserstraat 71,9335 TA,beschermd,6.454261800683,53.048427716789
#80ff80,small,,527274,,Archeologie,Winsum,Groningen,Tinallinge,,,9770 AA,beschermd,6.534879122656,53.356220260239
#80ff80,small,,528804,,Archeologie,De Wolden,Drenthe,Rheebruggen,,,7920 NB,beschermd,6.296846404477,52.781353021042
#80ff80,small,,528805,,Archeologie,Westerveld,Drenthe,Wittelte,,,7970 AA,beschermd,6.309218492626,52.829024677413
#80ff80,small,,529965,,Archeologie,Noordenveld,Drenthe,Peize,,,9320 AA,beschermd,6.511186483484,53.176963303457
#80ff80,small,,531043,Wierde Late IJzertijd-Romeinse tijd,Archeologie,Zuidhorn,Groningen,Aduard,,,9800 AA,beschermd,6.460240719779,53.257156020961
#80ff80,small,,531047,terp,Archeologie,Dantumadiel,Friesland,Rinsumageast,,,9104 ZG,voorbeschermd,5.927126696887,53.307200988246
